title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Backend Golang Developer (Junior),250000 - 350000 KZT,Астана,Центр анализа и расследования кибер атак,11-07-2023,"Опыт разработки на Golang с использованием стандартных модулей. Базовые навыки работы в операционной системе Linux, в том числе с командной...",Разработка с использованием концепций конкурентного выполнения и механизмов синхронизации.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83291313
Django developer,500000 - 1300000 KZT,Астана,SilkwayTransit,17-07-2023,Опыт работы с фреймворком Django и языком Python. Понимание принципов разработки веб-приложений и опыт работы с MVC-архитектурой. ,"Разработка и поддержка веб-приложений на базе Django, включая проектирование, разработку, тестирование и оптимизацию. Участие в обсуждении требований, анализе и...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83516049
"Flutter разработчик (участие в разработке, поддержке)",400000 - 600000 KZT,Алматы,ATBPOS,17-07-2023,"Опыт разработки на Flutter от 1 года. Опыт работы с REST API, базами данных. Уверенное знание разработки на Dart. ",,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83575385
Java-разработчик,,Астана,Холдинг Самгау,23-07-2023,,,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83882814
Frontend-разработчик,,Алматы,Банк ЦентрКредит,10-07-2023,"Опыт разработки Web-приложений и UI компонентов. Знание современного JavaScript. Опыт разработки на Node.js (express.js), React.js (Redux), WebPack. ",Разработка и развитие новых и существующих продуктов. Оптимизация производительности приложения. Взаимодействие с внешними API. Тестирование и документирование кода. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/81892138
Android-разработчик,,Караганда,IT Analytics,10-07-2023,Уметь работать с Android Studio и активно использовали Kotlin. Уметь проектировать клиент-серверное взаимодействие. Знать ООП и структуры данных. ,Разрабатывать и поддерживать новый функционал продукта. Вместе с командой развивать архитектуру проекта. Автоматизировать разработку и тестирование. Создавать мобильные приложения.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83215366
TeamLead Frontend Developer,800000 KZT,Караганда,SimpleCode,18-07-2023,Опыт работы в качестве Frontend разработчика не менее 3 лет. Отличные коммуникативные и лидерские навыки. Опыт управления командой разработчиков. ,"Руководство, координация и развитие отдела Frontend разработки. Определение и установление передовых практик разработки. Участие в обеспечении соблюдения сроков и качества...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83620099
Vue Frontend Developer,,Караганда,SimpleCode,27-06-2023,"Требуемый уровень - junior +, middle. Опыт использования современного стека для Vue3 - (Nuxt3,Pinia/VueQuery/TailwindCSS). Высокий уровень самоорганизованности...",Поэтапная разработка MVP проекта веб-витрины. Решение проблем кросс-браузерности. Оптимизация метрик под WebVitals. Оптимизация кода от топ-OWASP проблем.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82526900
1С программист,800000 - 1000000 KZT,Алматы,Компания по страхованию жизни Евразия,26-06-2023,Опыт разработки на платформе 1С: Предприятие 8.2-8.3. Знание языка запросов и встроенного языка программирования 1С. ,"Доработка и сопровождение подсистем и модулей существующей конфигурации на базе платформы 1С8 (УПП, Страхование). Составление техзаданий совместно с...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81813368
Разработчик .NET (Middle),800000 - 1300000 KZT,Алматы,Geek Partners LTD,17-07-2023,"Уверенное знание языков программирования: C#, JavaScript, знание React будет плюсом. Уверенное знание следующих технологий: .NET Framework 6/7, .NET Core. ","Разработка и поддержка нового и текущего функционала систем. Разработка back-end, front-end. Создание и описание сервисов. Написание unit тестов. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83547198
